gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000196737	AC087392.1	0	0	0	0	0	0	0	0
ENSG00000196739	COL27A1	0	0	4231.001	5905	12	0	2344	1323
ENSG00000196741	CXorf24	135	96	91	48	121	119	444	392
ENSG00000196743	GM2A	11720	12198	4995	4265	1245	1436	1651	1614
ENSG00000196747	HIST1H2AI	640.074	725.26	483.641	582.441	2191	2816	99.495	186.375
ENSG00000196748	CLPSL2	4	0	53	53.999	0	0	0	2
ENSG00000196754	S100A2	9	22	19	16	8	6	709.999	533.999
ENSG00000196756	SNHG17	2325	2633	1895	2207.999	2866	3285.999	1683	2054.002
ENSG00000196757	ZNF700	1610.851	1569.244	557.816	240	1405	2375	2390.982	2294.855
ENSG00000196758	AC079612.1	0	0	0	1	0	0	1	0
ENSG00000196767	POU3F4	0	0	337	379	0	0	0	0
ENSG00000196772	OR14A16	0	0	2	0	0	0	0	0
ENSG00000196774	ANKRD20A1	0	15.723	10.688	0	16.445	86	0	0
ENSG00000196776	CD47	9463	8056	2268	1544	2969	3797.001	12671.999	13862
ENSG00000196777	AL162574.1	0	0	0	0	0	0	0	0
ENSG00000196778	OR52K1	0	0	0	2	0	0	0	0
ENSG00000196781	TLE1	0	0	12921.842	12988.898	0	0	5308.19	6646.383
ENSG00000196782	MAML3	8	14	950.999	1025	60	103	1015	1013.999
ENSG00000196787	HIST1H2AG	1086	1291	1089.172	1062.182	8914	9112	916	1142
ENSG00000196792	STRN3	1442.002	1108	1685.038	866.001	733	1295.001	5147	4484
ENSG00000196793	ZNF239	23	41	260	130	1460	1763.001	963	1093
ENSG00000196796	CTB-134H23.2	0	0	23.644	30.795	0	0	53.953	47.345
ENSG00000196800	SPINK14	0	0	0	0	0	0	0	0
ENSG00000196805	SPRR2B	0	0	0	0	0	0	0	0
ENSG00000196810	CTBP1-AS2	1274	1606.998	652.999	770.999	1246.001	1284.001	1160	1184
ENSG00000196811	CHRNG	0	0	3	6	0	0	0	0
ENSG00000196812	ZSCAN16	553	468	257	121	2	0	576	531
ENSG00000196814	MVB12B	0	2	868	1091	0	0	1286.999	1284.999
ENSG00000196821	C6orf106	10343.001	10176.999	11601	9004	8598	9825	6583	7934
ENSG00000196826	ZNF709	0	0	0	62.184	44	0	69.195	6.254
ENSG00000196832	OR11G2	0	0	0	0	0	0	1	0
ENSG00000196834	POTEI	10.001	9.717	94.503	72.547	141.046	304.789	207.968	184.277
ENSG00000196839	ADA	7690	7840	2868.999	2497	635.001	619	346.999	480
ENSG00000196843	ARID5A	7033.999	7584	428	416	710.001	1136	166	169
ENSG00000196844	PATE2	0	1	5	0	3	0	40	23
ENSG00000196850	PPTC7	6320	6002	2725	1502	3802	4435	3866	3080
ENSG00000196859	KRT39	0	0	0	0	0	0	1	0
ENSG00000196860	TOMM20L	0	0	0	0	0	0	2	8
ENSG00000196861	AC002994.1	0	3	0	0	1	0	0	0
ENSG00000196862	RGPD4	0	0	0	0	3.325	0	5.582	1.89
ENSG00000196865	NHLRC2	4984.196	4062.847	3174.32	2621	2099.183	2673.73	4944	5489
ENSG00000196866	HIST1H2AD	87.112	305.658	18.445	34.697	428.443	91.043	9.685	5.668
ENSG00000196867	ZFP28	3	14	381	267	0	0	1	0
ENSG00000196872	KIAA1211L	22	40	24	34	0	0	687.999	728
ENSG00000196873	CBWD3	798.499	968.8	149.303	63.995	1424.085	1698.956	1446.756	1347.429
ENSG00000196876	SCN8A	3	19	3716	2873	0	12	2287	1988.999
ENSG00000196878	LAMB3	18	27	114	120	154	171	1434.999	2033
ENSG00000196890	HIST3H2BB	300	328	335.882	381.966	250	205	97	164
ENSG00000196893	AC090286.4	0	0	0	0	0	0	0	0
ENSG00000196900	C5orf48	0	0	0	0	0	0	0	0
ENSG00000196911	KPNA5	767	627	652	326	838	1091	1163	1019
ENSG00000196912	ANKRD36B	960.915	771.578	224.537	196.147	1093.509	1485.442	1059.7	1436.73
ENSG00000196914	ARHGEF12	6541.001	6440	3036.001	1737.001	6724.001	8999	10759.999	10157
ENSG00000196917	HCAR1	6	13	6	2	0	0	2254.982	1415.298
ENSG00000196922	ZNF252P	476.999	429	1525.999	1013	1005	1266	4106	3495
ENSG00000196923	PDLIM7	1869.999	2721	5265.001	7193.001	5693.999	7714.999	2969.001	3862
ENSG00000196924	FLNA	34658	47960	97108.96	122950.001	37793.999	47605	78203	123863
ENSG00000196927	AC009093.1	6	0	3	6	0	0	5	0
ENSG00000196932	TMEM26	0	0	357.999	172	0	0	1283	1880
ENSG00000196933	RPS26P11	0	0	2.412	2.002	0	0	0	0
ENSG00000196934	RIMBP3B	3.857	0	7.307	0	45.192	69.534	0	0
ENSG00000196935	SRGAP1	145	157	2072.001	1396	0	3	7044	6053.001
ENSG00000196936	OR2L8	0	0	0	0	0	0	0	0
ENSG00000196937	FAM3C	2812.254	2350.417	4060.053	1762.307	3516.013	4871.369	5515.337	4660.877
ENSG00000196943	NOP9	5782	6513	6951.69	6403	3781	4769	14777.089	16206
ENSG00000196944	OR2T4	0	0	0	0	0	0	0	0
ENSG00000196946	ZNF705A	0	0	0	0	0	0	5.72	3
ENSG00000196950	SLC39A10	992	763	22478	9125	2693	3170	3551	2615
ENSG00000196951	RP11-425I13.3	71	49	19	13	38	214	15	5
ENSG00000196954	CASP4	2492	2332	6	4	0	11	78	45
ENSG00000196960	RP11-192P3.5	0	0	0	0	0	0	0	0
ENSG00000196961	AP2A1	6762	8978	22986	28892	10329	13300	7268	11187.998
ENSG00000196963	PCDHB16	0	0	378.129	365.114	11	0	1972.198	1601.437
ENSG00000196966	HIST1H3E	48	43	488	513	0	0	82	85
ENSG00000196967	ZNF585A	622.152	504.117	1542.588	834.214	505.679	408.401	924.173	807.776
ENSG00000196968	FUT11	1293	1647.999	1076.001	1044.001	1403	2078.001	638	766.001
ENSG00000196970	NXF4	0	0	6	4	31	11	3	2
ENSG00000196972	LINC00087	0	0	811.349	1150	21	55	11	16
ENSG00000196975	ANXA4	4148	3815	903	635	630.999	817	6789.001	5839.001
ENSG00000196976	LAGE3	1002	1183	5539	4900	3023	4344	886	1437
ENSG00000196979	AL360004.1	0	0	0	2	0	0	2	2
ENSG00000196981	WDR5B	600	617	486	284	783	1051	2797	2465
ENSG00000196987	LCA10	0	0	4	0	0	0	5	1
ENSG00000196990	FAM163B	0	0	22	29	0	0	0	0
ENSG00000196993	NPIPB9	131.024	21.418	52.527	48.979	3.455	100.2	452.986	369.898
ENSG00000196998	WDR45	1441	1522.98	3547.998	3124.547	4738	7103.999	2631.998	2671.999
ENSG00000197006	METTL9	7010	6626.999	6277	4310.001	5304.999	7050.998	11805	10899.998
ENSG00000197008	ZNF138	672.001	601	813	363	1759.001	2055	1700.001	1538
ENSG00000197013	ZNF429	87	86	515.045	332.08	635	875	1154	1031
ENSG00000197015	AL353898.1	0	0	0	0	0	0	0	0
ENSG00000197016	ZNF470	161	91.999	627	416	0	1	0	2
ENSG00000197019	SERTAD1	884	1203	851	872	585	729	676	752
ENSG00000197020	ZNF100	1361	1149	1670.995	993.977	1727	2535	2230	1931.993
ENSG00000197021	CXorf40B	2298.948	2543.22	1510.679	1595.807	2245.851	2869.399	3513.551	4104.369
ENSG00000197023	OR51A6P	0	0	0	0	0	0	0	0
ENSG00000197024	ZNF398	1288	1488	9490	8423	1537.001	1910	2829.001	2623
ENSG00000197037	ZSCAN25	1597	1568.001	2690.687	2593	2181.999	2641	2728.001	2741.999
ENSG00000197038	RBMY1A3P	0	0	0	0	0	0	0	0
ENSG00000197043	ANXA6	49693	50839	7490	7000	735	1002	1032.001	2351.001
ENSG00000197044	ZNF441	425	296	26	23	902	1238	45	117
ENSG00000197045	GMFB	5041	3971.999	4566	1957	2373.001	2808.001	13516.999	10531
ENSG00000197046	SIGLEC15	1	4	27	43	0	0	1515	1138
ENSG00000197047	Z73979.1	0	0	4	0	0	0	0	0
ENSG00000197050	ZNF420	430	356	204	65	236	384	413	245.001
ENSG00000197054	ZNF763	85.038	51	45	27	0	2.298	86.001	91.583
ENSG00000197056	ZMYM1	107	119	1757	742.999	1254	1572	1775.001	1555.001
ENSG00000197057	DTHD1	284	153	0	0	0	0	0	0
ENSG00000197061	HIST1H4C	402	379	1140	906	303	404	456	607
ENSG00000197062	RP5-874C20.3	573	414	743	299.001	654	773.999	1012.001	803
ENSG00000197063	MAFG	3283	3515	8430	10464	8835	11705	3060	3206.999
ENSG00000197067	OR2T32P	0	0	0	0	24.867	17	0	0
ENSG00000197070	ARRDC1	2051.999	1948	3723	4796.002	2527.001	2994.001	6819.001	11322.999
ENSG00000197071	AC010243.1	0	0	0	0	0	0	0	0
ENSG00000197077	KIAA1671	122	104	3027	2527	0	10	6351	6375
ENSG00000197079	KRT35	0	0	0	0	0	0	0	2
ENSG00000197081	IGF2R	5994	6497	10953	13266	10991	14616	10637.999	13482
ENSG00000197083	ZNF300P1	0	0	0	0	66	122	0	3
ENSG00000197084	LCE1C	23	26	0	0	0	0	0	1
ENSG00000197085	NPSR1-AS1	10	8	0	0	0	0	1	1
ENSG00000197092	GOLGA6L16P	0	0	0	0	0	0	0	0
ENSG00000197093	GAL3ST4	321	341	2104.001	2037	113	92	144	94
ENSG00000197099	RP11-573D15.8	0	0	0	0	0	0	0	1
ENSG00000197102	DYNC1H1	19314.999	21394	37097.999	36749	15761	21198.999	58874	64725
ENSG00000197106	SLC6A17	0	0	66	30	0	0	23	29
ENSG00000197110	IFNL3	0	0	0	1	0	0	0	0
ENSG00000197111	PCBP2	19181.796	20276.015	37409.243	32190.481	18772.978	24003.13	53805.385	52682.399
ENSG00000197114	ZGPAT	2479.064	2887.799	1347.667	1954.551	1895.074	2778.224	1436.518	2434.247
ENSG00000197119	SLC25A29	1556	1672	27177.001	29304.998	1480.999	1811	5905.998	8558.001
ENSG00000197121	PGAP1	996.001	812	4568.999	3209.001	148	119	2262.001	2521.999
ENSG00000197122	SRC	7230	8829.001	4665.999	5579.999	674	1012	1875	2187
ENSG00000197123	ZNF679	0	0	0	0	0	0	4	6
ENSG00000197124	ZNF682	9	1	360	216.051	8	2	709	571
ENSG00000197125	OR8B8	0	0	0	0	0	0	0	0
ENSG00000197128	ZNF772	585.537	577.259	917.416	649.761	125	100	1379.326	1407.463
ENSG00000197134	ZNF257	0	0	0	0	1111.999	1174	691.001	707
ENSG00000197136	PCNXL3	6979	8359	8000.999	11314	5998	7799.999	7668.001	10826.999
ENSG00000197140	ADAM32	14	17	8	7	35	43	481	411
ENSG00000197142	ACSL5	6134.999	5065.002	0	0	73	32	4	7
ENSG00000197146	AL133458.1	379	420	89	97	185	242	48	60
ENSG00000197147	LRRC8B	1352	1039	4642.001	3106	3603	4403	3039	2742
ENSG00000197149	RP11-452G18.2	9.037	2.719	149.117	158.983	1	1.039	9.533	12.064
ENSG00000197150	ABCB8	2698.001	2568.997	2735.999	3154.001	5610	7317	1703.001	2374
ENSG00000197153	HIST1H3J	84	222.176	393.236	380	136	104	65.344	89
ENSG00000197157	SND1	21550	24206	26776.001	25092.001	20544	28434.999	11585	15437
ENSG00000197161	OR4C4P	0	0	0	0	0	0	0	0
ENSG00000197162	ZNF785	1468	1537	1700	2029	1267	1398	1299	1339
ENSG00000197165	SULT1A2	0	4	21.112	23.523	104.056	128.306	38.918	32.539
ENSG00000197168	NEK5	0	0	15	17	32	46	20	29
ENSG00000197170	PSMD12	4441	4269	3367	1849	7354	10361	18584	19903.001
ENSG00000197171	OR2B4P	0	0	2	2	0	0	0	0
ENSG00000197172	MAGEA6	13	3	3.249	8.341	7673.297	8942.521	0	1
ENSG00000197176	RP11-76E12.1	0	0	0	0	0	0	0	0
ENSG00000197177	GPR123	0	0	59	59	0	0	2	0
ENSG00000197180	BX936347.1	14	16	0	0	0	0	1	2
ENSG00000197181	PIWIL2	1	1	644	452.105	9	8	6	4
ENSG00000197182	FLJ27365	154	103	236	173	180	246	153	245
ENSG00000197183	C20orf112	1435	1598	3552.999	4283	2633.999	3510.001	3278	2954
ENSG00000197185	SSXP1	0	0	0	0	0	0	0	0
ENSG00000197191	C9orf169	161	154	514	499	7	88	210	441
ENSG00000197208	SLC22A4	20	4	59.026	41.03	534	616	422.222	372.316
ENSG00000197210	KB-1592A4.15	0	0	0	1.098	3	0	1	6.517
ENSG00000197213	ZSCAN5B	0	0	2	3	4	2	2	2
ENSG00000197214	TCEA1P1	0	0	0	0	0	0	0	0
ENSG00000197217	ENTPD4	4574.999	4217.999	3401.001	3305	4332.001	4543	5139.999	5039.999
ENSG00000197223	C1D	1578.366	1084.823	905.417	290	1785.965	2339.991	2911.588	2787.598
ENSG00000197226	TBC1D9B	9287	9653.001	8398.001	9861.001	7600.001	8131.001	14993	20668
ENSG00000197233	OR1J2	0	0	0	0	0	0	1	0
ENSG00000197238	HIST1H4J	401.821	469.536	637.396	630.659	331.227	359	64.629	88
ENSG00000197241	SLC2A7	0	0	0	1	0	0	0	0
ENSG00000197245	FAM110D	0	0	35	29	55	106	1	0
ENSG00000197249	SERPINA1	87	20	7	4	0	0	458.001	877.001
ENSG00000197251	LINC00336	11	4	2	1	0	0	0	0
ENSG00000197253	TPSB2	0	0	4.131	0	0	0	0	0
ENSG00000197254	AP000445.1	0	0	0	0	0	0	0	0
ENSG00000197256	KANK2	2747	3260	3040.001	4050.002	2216.002	3138	5074	6660
ENSG00000197258	EIF4BP6	123.796	120.915	315.882	140.111	95.937	138.929	1713.279	1338.241
ENSG00000197261	C6orf141	12	1	539.001	475	0	0	7522	6682.999
ENSG00000197262	CCL4L2	293.095	185.193	0	0	10	0	1	0
ENSG00000197263	OR8D2	0	0	0	0	0	0	0	0
ENSG00000197265	GTF2E2	3988	3773	1144	524	3657	4602	2198	2260
ENSG00000197272	IL27	48	30	0	0	0	0	1	0
ENSG00000197273	GUCA2A	0	0	0	0	0	0	1	0
ENSG00000197275	RAD54B	1487.648	1407.586	1158.99	560.943	1673.537	2000.781	3873.47	4397.129
ENSG00000197279	ZNF165	155	129	156	74	102	78	322	284
ENSG00000197283	SYNGAP1	1049	1169.998	6887.001	11391.999	2090	2854	929	961.999
ENSG00000197284	RP11-589F5.3	12.64	41.096	0	6	0	0	1.49	4.117
ENSG00000197291	RAMP2-AS1	1	12	278	270.999	0	0	11	18
ENSG00000197296	FITM2	342	282	325	304	448	520	2452	2689
ENSG00000197299	BLM	5881	4877	2256.001	1151	4247	6186.999	2996.001	3154.999
ENSG00000197301	RP11-366L20.2	35	19	1	1	0	0	5	0
ENSG00000197302	ZNF720	1246.999	893	800	464	784	886	5077.001	3708
ENSG00000197308	GATA3-AS1	9	0	0	0	0	0	999.942	1517.916
ENSG00000197309	OR10D3	0	0	0	0	16	13	12	16
ENSG00000197312	DDI2	5511.267	5190.89	4859.999	3881	8191.628	9315	7476.754	5891.153
ENSG00000197320	AC060834.2	0	0	89.701	88.58	0	0	0	0
ENSG00000197321	SVIL	206	216	2230.992	1689.989	0	8	10201.856	10655.947
ENSG00000197322	C17orf102	0	0	2	0	0	0	2	1
ENSG00000197323	TRIM33	4720	4099.999	6696.001	4207.999	6037	6923	52379	44613.999
ENSG00000197324	LRP10	5212.999	5949	2434	3656	2928	4752	11369	13998
ENSG00000197329	PELI1	5878	4906.001	5046.999	3003	1465	2073	1334	1131
ENSG00000197332	ZNF833P	0	6.129	40.035	16.497	34.841	79.876	251.905	330.025
ENSG00000197334	AC032027.1	0	0	0	0	0	0	0	0
ENSG00000197343	ZNF655	6261.908	6000	3488.877	2399.845	10002.998	13036.842	19	7
ENSG00000197345	MRPL21	3125	3395.999	3148.999	1967.001	8339.999	9055	2201	2824
ENSG00000197353	LYPD2	0	0	0	0	0	0	0	0
ENSG00000197355	UAP1L1	2153	2072	445	689	1017	958	2361	2923
ENSG00000197358	BNIP3P1	2.01	0	18.03	7.182	5.009	23.027	14.652	10.389
ENSG00000197360	ZNF98	0	0	0	0	0	7	37.099	55.658
ENSG00000197361	FBXL22	37	19	6	10	0	0	60	79
ENSG00000197362	ZNF786	623.999	534.001	1459	1368	430	535.001	1083	1108
ENSG00000197363	ZNF517	237.001	305	651.999	649.001	303	376	312	394.001
ENSG00000197364	S100A7L2	0	0	0	0	0	0	0	0
ENSG00000197372	ZNF675	976	711	639.999	326.07	1231	1723.001	1946	1885
ENSG00000197375	SLC22A5	705	585	935.975	701.972	1439	1923	9582.779	8956.683
ENSG00000197376	OR8S1	0	2	0	0	0	0	0	0
ENSG00000197380	DACT3	60	60	315	290	414	802	44	38
ENSG00000197381	ADARB1	6489	7556.001	1182.999	1091	774	860	3817.001	3657.999
ENSG00000197385	ZNF860	0	0	473	244	0	0	704	740
ENSG00000197386	HTT	19089	21629.001	14535.001	13790.001	3670	4595	14427	18209.001
ENSG00000197403	OR6N1	0	0	0	0	0	0	0	0
ENSG00000197405	C5AR1	8	17	24	27	14	9	219	185
ENSG00000197406	DIO3	0	0	23	39	0	0	275	204
ENSG00000197408	CYP2B6	0	7	543.974	185	0	0	31	16
ENSG00000197409	HIST1H3D	901.888	867.342	1409.963	1843.303	3808.557	6473.957	248.315	377.332
ENSG00000197410	DCHS2	1	7	261	265	2012	2583.999	1	0
ENSG00000197414	GOLGA6L1	0	0	0	0	0	0	0	0
ENSG00000197415	VEPH1	0	0	697	425	178.999	239.001	176.999	463.001
ENSG00000197416	FABP12	0	0	0	0	0	0	2	0
ENSG00000197417	SHPK	2354	2830	7267.197	7606.352	1839	2229.284	1873.159	2595.008
ENSG00000197421	GGT3P	0	2.008	2.206	3.532	0	1	0	0
ENSG00000197428	OR51D1	0	0	0	0	0	0	0	0
ENSG00000197429	IPP	625	610	266	140	707	1140	1237	1262
ENSG00000197430	OPALIN	0	0	5	2	0	0	0	0
ENSG00000197437	OR13G1	0	0	0	0	0	0	0	0
ENSG00000197442	MAP3K5	4571	4299	240	128	1598	2108	1803	1369
ENSG00000197444	OGDHL	46	85	3554.189	4248.999	202	299	215.001	216
ENSG00000197445	C16orf47	0	0	0	0	0	0	1	0
ENSG00000197446	CYP2F1	0	0	20	55	3	1	0	0
ENSG00000197448	GSTK1	6768	6666	1880.001	1657.001	16150	17901.999	3345.999	3653
ENSG00000197451	HNRNPAB	25107.001	27716.999	40509	34758.001	34149.001	43900.001	35720.001	40987.999
ENSG00000197454	OR2L5	2	0	0	0	0	0	0	0
ENSG00000197457	STMN3	240	268	7530	8887	5690	7401	1231	2512
ENSG00000197459	HIST1H2BH	637	971	1065.54	1319	193	223	257	416
ENSG00000197461	PDGFA	509.999	558	2903	2080	193	325	965	1601
ENSG00000197462	AC005276.1	0	0	52	19	0	0	0	0
ENSG00000197463	CSAG3	4	0	4.577	0	0	0	0	0.5
ENSG00000197465	GYPE	55	53	0	0	2579	2631	0	0
ENSG00000197467	COL13A1	0	7	380	505	0	0	7	3
ENSG00000197468	RP11-747H12.1	0	0	0	0	0	0	0	0
ENSG00000197471	SPN	14020	15888	266	262	15784	20617	1	0
ENSG00000197472	ZNF695	73	29	778.738	494.621	507.999	787.948	802.481	710.903
ENSG00000197475	ADAM3A	0	0	0	0	14	0	0	0
ENSG00000197476	RP11-170L3.7	0	0	0	0	0	0	0	0
ENSG00000197479	PCDHB11	0	0	85.504	76.698	0	0	112.555	113.835
ENSG00000197483	ZNF628	273	344	369	706.999	344.001	335	127	186
ENSG00000197487	GALP	0	0	5	7	0	0	0	0
ENSG00000197496	SLC2A10	0	0	2594	2799	32	11	4913	5336
ENSG00000197497	ZNF665	63	43	221	180	79	106	9	10
ENSG00000197498	RPF2	2735	2265	3239	1605	6180.999	7474.001	3445	3505.999
ENSG00000197502	AL627171.1	0	0	0	0	0	0	0	0
ENSG00000197503	LINC00477	0	0	0	0	12	0	0	0
ENSG00000197506	SLC28A3	5	7	4	1	0	0	6	4
ENSG00000197520	FAM177B	0	0	3	5	0	0	2	0
ENSG00000197530	MIB2	1277.998	1599.999	2547.999	4676.999	1080.999	1528	848.001	1317.998
ENSG00000197532	OR6Y1	0	0	0	0	0	0	0	0
ENSG00000197535	MYO5A	6524	6002	4529	3554	28	89	11920	11181
ENSG00000197536	C5orf56	1207.999	1087	31	14	28	47	52	35
ENSG00000197540	GZMM	3	3	4	8	57	99	0	0
ENSG00000197548	ATG7	1755.999	1534	1566	1451.001	1254.001	2081	2553.001	3138.999
ENSG00000197549	PRAMENP	336	349	0	0	0	0	0	0
ENSG00000197550	RP11-460N11.2	7	0	1.204	2.574	0	1.519	14.545	1.142
ENSG00000197555	SIPA1L1	7763	7300.999	10789.001	7918.999	1245	1529.999	15214.001	14178
ENSG00000197557	TTC30A	360.633	225.269	502.436	489.192	426.578	327.336	865.673	928.024
ENSG00000197558	SSPO	0	0	129	265	27	53	472.999	463.999
ENSG00000197561	ELANE	0	0	0	0	0	0	0	0
ENSG00000197562	RAB40C	1377	1504.999	1973.001	2339.001	2192	2913.001	825.001	1109.998
ENSG00000197563	PIGN	1387.999	1287.001	3032.001	1586.999	1997	1664.999	1715.998	1493.001
ENSG00000197565	COL4A6	15	3	2381	2370	0	1	601	715
ENSG00000197566	ZNF624	274	182	66	49	136	185	771	655
ENSG00000197568	HHLA3	104	131	373	306	127	174	157.999	207
ENSG00000197575	RPS17P2	0	0	0	0	0	0	2.003	0
ENSG00000197576	HOXA4	0	0	0	0	0	0	179.111	202.459
ENSG00000197579	TOPORS	1837	1448	2666	1831	1362	1835	3382	2824
ENSG00000197580	BCO2	40.001	63.21	30	6	82	25	31.245	17.292
ENSG00000197582	GPX1P1	18.809	37.278	26.909	11.187	0	0	0	0
ENSG00000197584	KCNMB2	460.999	466	0	0	0	0	0	0
ENSG00000197585	AC107218.3	0	0	0	0	0	0	0	0
ENSG00000197586	ENTPD6	3640.001	3992	6802.999	7550	3056	3327	3443.999	4960.001
ENSG00000197587	DMBX1	0	0	43	56	268	509	55	59
ENSG00000197588	KLKP1	0	2	2	1	0	0	0	0
ENSG00000197591	OR11L1	0	0	0	0	0	6	0	0
ENSG00000197594	ENPP1	0	0	4871	2675	11	11	2009	3134
ENSG00000197595	C13orf35	0	0	0	0	0	0	0	0
ENSG00000197599	CCDC154	1	24	5	28	3	22	18	35
ENSG00000197601	FAR1	6108.999	5327.999	5358	2397	7989	10514.999	12207	10894.999
ENSG00000197603	C5orf42	1203	1185	864.001	407	1	1	2586.001	2512
ENSG00000197604	AC022532.1	6	16	54	58	0	20	26	14
ENSG00000197608	ZNF841	1153	1035	577.912	520.001	620	1229	2056.933	2274.001
ENSG00000197614	MFAP5	0	0	16	9	0	0	0	0
ENSG00000197616	MYH6	0	0	7	13	0	0	0	0
ENSG00000197617	VN1R5	0	0	0	0	0	0	0	0
ENSG00000197619	ZNF615	398	286	603.088	254	157	240	485	425
ENSG00000197620	CXorf40A	1258.052	1388.782	370.322	230.193	824.15	1062.6	1296.448	1505.63
ENSG00000197622	CDC42SE1	8978.001	8215.999	5208	3805.001	12668.999	13532	20647.001	20097
ENSG00000197627	UBE2Q2P12	0	0	0	0	0	0	0	0
ENSG00000197629	MPEG1	2465	2303	0	0	0	2	0	0
ENSG00000197632	SERPINB2	1398.943	913.952	1	0	0	3	0	1
ENSG00000197635	DPP4	1075	993	300	195	0	0	30	79
ENSG00000197641	SERPINB13	0	0	1	0	0	0	0	0
ENSG00000197644	AC106870.2	0	0	0	0	0	0	0	0
ENSG00000197646	PDCD1LG2	215	186	0	0	0	0	1	0
ENSG00000197647	ZNF433	84	92	73.001	52	193	164	611.001	702
ENSG00000197651	CCER1	0	0	1	0	0	0	0	0
ENSG00000197653	DNAH10	27	22	8	30	0	9	121.999	85
ENSG00000197658	SLC22A24	0	0	0	0	0	0	0	2
ENSG00000197665	AC007952.6	0	0	47.751	11.567	0	6	2	1
ENSG00000197670	RP4-724E16.2	0	0	0	0	0	0	7	6
ENSG00000197674	OR51C1P	0	0	0	0	0	0	0	0
ENSG00000197681	TBC1D3	848.318	994.278	733.593	646.797	61.821	0	488.438	500.859
ENSG00000197683	KRTAP26-1	0	0	0	0	0	0	0	0
ENSG00000197692	CBX3P7	0	0	0	0	0	0	0	0
ENSG00000197694	SPTAN1	14055	14777	21142	22045.001	871	1219	35607.999	46940
ENSG00000197696	NMB	112	142	762	648	0	0	188	226
ENSG00000197697	HIST1H2BE	388	474.057	1258.186	1241.186	29	11	231.164	343
ENSG00000197701	ZNF595	7	20	498.196	300.067	20306	20672	3622	3732
ENSG00000197702	PARVA	0	0	911	665	0	1	3053.999	3128.001
ENSG00000197704	FRMPD2P1	11	2.673	0	2.534	118.27	130	0	0
ENSG00000197705	KLHL14	1	0	230	210	0	0	10	2
ENSG00000197706	OR6C74	0	0	0	0	0	0	0	0
ENSG00000197712	FAM114A1	492	303	1419	984.001	441	384	1058.001	1431
ENSG00000197713	RPE	3145.998	2685.997	3272.976	2117.995	3323.001	4450	7930.883	8610.964
ENSG00000197714	ZNF460	1212	1163	1495	1029	759	1177	1811	1881
ENSG00000197721	CR1L	0	0	10	4	990.999	1167.972	1	1
ENSG00000197723	HSPB9	0	0	21	14	0	0	0	0
ENSG00000197724	PHF2	1928	2175	1159	1148	2048	2589	7272.996	8574
ENSG00000197727	AL022341.1	0	0	0	7	2	4	0	2
ENSG00000197728	RPS26	24084.065	31014.132	16721.68	7580.215	14253.951	17997.649	6313.002	7101.91
ENSG00000197734	C14orf178	1.09	4	1	1	0	0	6	10
ENSG00000197744	PTMAP2	10.923	14.659	14.236	5.742	7.006	21.201	165.184	80.097
ENSG00000197745	SCGB1D4	0	0	0	0	0	0	0	0
ENSG00000197746	PSAP	36356	37085	87137	101826	45103	52383.001	41242.999	55275
ENSG00000197747	S100A10	15	2	1112	580	0	0	14776	17782
ENSG00000197748	WDR96	0	0	32	31.999	6	36	116.999	84
ENSG00000197753	LHFPL5	0	0	4	1	0	0	0	1
ENSG00000197756	RPL37A	102803	88629.002	30287.001	26915	45241.001	55967.999	30615.001	31623
ENSG00000197757	HOXC6	17	2	0	0	254	204	393.146	632.334
ENSG00000197763	TXNRD3	0	0	294.001	207.774	165	194	1336.602	987.497
ENSG00000197766	CFD	0	34	140	165	1865	2312	39	76
ENSG00000197768	C9orf173	0	0	0	6	0	0	0	1
ENSG00000197769	MAP1LC3C	0	0	213	128	0	0	1	0
ENSG00000197771	MCMBP	10150	9146	11794	6065	5779	6554.001	11564	13650
ENSG00000197774	EME2	2698	3267	4158	4721.999	2903	3976	2562	4019.001
ENSG00000197775	DHRS4-AS1	0	0	0	0	0	0	1	1
ENSG00000197776	KLHDC1	59	39	5	1	24	30	87	66
ENSG00000197779	ZNF81	1000	803.001	961	565.999	614	559	1037	837.999
ENSG00000197780	TAF13	654	479	633	241	1296	1471	4351	3869
ENSG00000197782	ZNF780A	1275.806	975.464	638.52	413.335	877	1440.999	1752.3	1485.621
ENSG00000197785	ATAD3A	5934.226	7701.76	4262.337	5961.049	12511.791	16456.713	1227.974	2407.905
ENSG00000197786	OR5B17	0	0	0	0	0	0	0	0
ENSG00000197790	OR52M1	0	0	0	0	0	0	0	0
ENSG00000197794	IGKV7-3	0	0	0	0	0	0	0	0
ENSG00000197798	FAM118B	931	921.001	2516	1395	1189	1219.999	1125.001	1042
ENSG00000197805	BX649597.1	0	0	0	0	0	0	0	0
ENSG00000197808	ZNF461	144	116	151	73	9	23	537	441.001
ENSG00000197813	CTC-301O7.4	34	12	11	15	20	27	39	31
ENSG00000197815	AC122129.1	0	0	0	0	0	0	0	0
ENSG00000197816	CCDC180	91.053	89.574	509.154	635.063	280.324	316.445	116.311	102.235
ENSG00000197818	SLC9A8	2436	2671	1232.001	1698	1274	1479	2966	2548
ENSG00000197822	OCLN	2345.776	2302.126	5923.001	3164	52	54	9085.337	8599.425
